"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"OS1-18680","7716","1.00","31.00","51.00","40.00","2023-04-28","134"
"OS1-18681","13764","1.00","652.17","1500.00","750.00","2023-04-28","131"
"OS1-18682","6429","1.00","9.70","25.00","18.00","2023-04-28","134"
"OS1-18683","2362","1.00","68.50","72.00","72.00","2023-04-28","134"
"OS1-18684","3330","1.00","80.35","45.00","42.50","2023-04-28","134"
"OS1-18685","6136","20.00","42.00","60.00","46.00","2023-04-28","131"
"OS1-18686","2455","10.00","102.41","10.00","10.00","2023-04-28","131"
"OS1-18687","11291","1.00","185.00","440.00","220.00","2023-04-28","134"
"OS1-18688","6549","10.00","5.67","10.00","6.00","2023-04-28","134"
"OS1-18689","5978","5.00","36.25","65.00","48.00","2023-04-28","134"
"OS1-18690","2206","1.00","25.80","30.00","28.50","2023-04-28","134"
"OS1-18691","5913","2.00","31.35","58.00","41.00","2023-04-28","134"
"OS1-18692","748","1.00","169.00","199.00","179.00","2023-04-28","134"
"OS1-18693","13402","1.00","28.50","32.00","32.00","2023-04-28","134"
"OS1-18694","5957","2.00","37.50","65.00","50.00","2023-04-28","134"
"OS1-18695","2117","1.00","81.83","95.00","87.40","2023-04-28","134"
"OS1-18696","6839","1.00","101.16","120.00","110.00","2023-04-28","134"
"OS1-18697","2362","1.00","68.50","72.00","72.00","2023-04-28","134"
"OS1-18698","2600","1.00","336.36","370.00","351.50","2023-04-28","134"
"OS1-18699","1382","1.00","153.00","180.00","170.00","2023-04-28","134"
"OS1-18700","12476","1.00","184.04","230.00","218.00","2023-04-28","131"
"OS1-18701","5566","1.00","305.00","375.00","340.00","2023-04-28","134"
"OS1-18702","5913","10.00","31.35","58.00","41.00","2023-04-28","134"
"OS1-18703","13170","10.00","50.00","75.00","60.00","2023-04-28","204"
"OS1-18704","6996","1.00","75.05","122.00","85.00","2023-04-28","134"
"OS1-18705","943","1.00","17.20","20.00","19.00","2023-04-28","134"
"OS1-18706","12698","1.00","44.29","49.00","45.00","2023-04-28","134"
"OS1-18707","6549","10.00","5.67","10.00","6.00","2023-04-28","134"
"OS1-18708","3243","1.00","0.01","39.00","33.00","2023-04-28","204"
"OS1-18709","3348","2.00","31.25","35.00","33.25","2023-04-28","134"
"OS1-18710","943","25.00","17.20","20.00","19.00","2023-04-28","134"
"OS1-18711","2429","1.00","55.10","63.00","59.00","2023-04-28","134"
"OS1-18712","6996","1.00","75.05","122.00","85.00","2023-04-28","134"
"OS1-18713","6877","3.00","14.08","15.00","15.00","2023-04-28","134"
"OS1-18714","12071","1.00","12.50","15.00","14.50","2023-04-28","134"
"OS1-18715","1968","1.00","13.28","16.00","15.20","2023-04-28","134"
"OS1-18559","2367","24.00","26.17","27.00","27.00","2023-04-27","134"
"OS1-18560","2361","1.00","31.40","34.00","34.00","2023-04-27","134"
"OS1-18561","13583","2.00","14.25","16.00","16.00","2023-04-27","134"
"OS1-18562","13653","1.00","18.00","30.00","24.00","2023-04-27","134"
"OS1-18563","1423","2.00","109.08","130.00","123.50","2023-04-27","134"
"OS1-18564","6015","1.00","40.00","65.00","50.00","2023-04-27","134"
"OS1-18565","1973","1.00","177.67","207.00","185.00","2023-04-27","134"
"OS1-18566","6052","2.00","52.00","85.00","58.00","2023-04-27","134"
"OS1-18567","4142","1.00","90.00","150.00","98.00","2023-04-27","134"
"OS1-18568","13402","1.00","28.50","32.00","32.00","2023-04-27","134"
"OS1-18569","2362","1.00","68.50","72.00","72.00","2023-04-27","134"
"OS1-18570","13170","1.00","50.00","75.00","60.00","2023-04-27","134"
"OS1-18571","3243","1.00","0.01","39.00","33.00","2023-04-27","134"
"OS1-18572","1423","1.00","109.08","130.00","123.50","2023-04-27","134"
"OS1-18573","2361","1.00","31.40","34.00","34.00","2023-04-27","134"
"OS1-18574","6571","1.00","47.00","85.00","58.00","2023-04-27","131"
"OS1-18575","296","2.00","40.00","65.00","45.00","2023-04-27","131"
"OS1-18576","13731","1.00","45.11","55.00","50.00","2023-04-27","134"
"OS1-18577","5962","1.00","15.00","30.00","22.00","2023-04-27","131"
"OS1-18578","6072","1.00","20.00","40.00","26.00","2023-04-27","131"
"OS1-18579","13402","1.00","28.50","32.00","32.00","2023-04-27","134"
"OS1-18580","12944","1.00","79.25","88.00","83.60","2023-04-27","134"
"OS1-18581","11521","2.00","17.20","20.00","19.00","2023-04-27","134"
"OS1-18582","2920","1.00","99.00","189.00","110.00","2023-04-27","134"
"OS1-18583","609","2.00","256.12","330.00","312.00","2023-04-27","133"
"OS1-18584","6549","10.00","5.67","10.00","6.00","2023-04-27","134"
"OS1-18585","13170","1.00","50.00","75.00","60.00","2023-04-27","134"
"OS1-18586","2362","2.00","68.50","72.00","72.00","2023-04-27","134"
"OS1-18587","4142","2.00","90.00","150.00","98.00","2023-04-27","134"
"OS1-18588","2361","1.00","31.40","34.00","34.00","2023-04-27","134"
"OS1-18589","296","1.00","40.00","65.00","45.00","2023-04-27","131"
"OS1-18590","944","1.00","30.10","35.00","33.25","2023-04-27","134"
"OS1-18591","897","1.00","38.70","45.00","42.75","2023-04-27","134"
"OS1-18592","9726","156.00","123.00","195.00","130.00","2023-04-27","204"
"OS1-18593","6079","1.00","32.85","65.00","40.00","2023-04-27","131"
"OS1-18594","7532","2.00","140.00","190.00","160.00","2023-04-27","134"
"OS1-18595","6628","1.00","40.35","75.00","48.00","2023-04-27","134"
"OS1-18596","2438","3.00","97.53","120.00","114.00","2023-04-27","134"
"OS1-18597","6079","2.00","32.85","65.00","40.00","2023-04-27","134"
"OS1-18598","3275","1.00","200.01","250.00","214.50","2023-04-27","134"
"OS1-18599","5913","2.00","31.35","58.00","41.00","2023-04-27","131"
"OS1-18600","897","1.00","38.70","45.00","42.75","2023-04-27","134"
"OS1-18601","5946","2.00","50.00","75.00","65.00","2023-04-27","134"
"OS1-18602","6628","2.00","40.35","75.00","48.00","2023-04-27","134"
"OS1-18603","8831","2.00","23.35","30.00","28.00","2023-04-27","134"
"OS1-18604","2900","4.00","87.75","125.00","98.00","2023-04-27","134"
"OS1-18605","6549","10.00","5.67","10.00","6.00","2023-04-27","134"
"OS1-18606","6052","1.00","52.00","85.00","58.00","2023-04-27","134"
"OS1-18607","2361","1.00","31.40","34.00","34.00","2023-04-27","134"
"OS1-18608","13727","1.00","63.75","85.00","72.25","2023-04-27","134"
"OS1-18609","1423","1.00","109.08","130.00","123.50","2023-04-27","134"
"OS1-18610","1877","1.00","30.50","34.00","34.00","2023-04-27","131"
"OS1-18611","6019","2.00","96.00","135.00","108.00","2023-04-27","134"
"OS1-18612","1423","1.00","109.08","130.00","123.50","2023-04-27","134"
"OS1-18613","903","2.00","86.00","100.00","95.00","2023-04-27","133"
"OS1-18614","916","1.00","17.20","20.00","19.00","2023-04-27","133"
"OS1-18615","5946","1.00","50.00","75.00","65.00","2023-04-27","134"
"OS1-18616","13544","1.00","75.00","85.00","80.00","2023-04-27","134"
"OS1-18617","13402","1.00","28.50","32.00","32.00","2023-04-27","134"
"OS1-18618","11117","1.00","48.04","60.00","54.00","2023-04-27","134"
"OS1-18619","11521","2.00","17.20","20.00","19.00","2023-04-27","133"
"OS1-18620","943","1.00","17.20","20.00","19.00","2023-04-27","134"
"OS1-18621","6549","12.00","5.67","10.00","6.00","2023-04-27","133"
"OS1-18622","13474","2.00","0.00","450.00","0.00","2023-04-27","133"
"OS1-18623","13170","4.00","50.00","75.00","60.00","2023-04-27","133"
"OS1-18624","7716","2.00","31.00","51.00","40.00","2023-04-27","133"
"OS1-18625","13579","1.00","26.24","35.00","30.00","2023-04-27","133"
"OS1-18626","912","5.00","38.70","45.00","42.75","2023-04-27","133"
"OS1-18627","6866","5.00","8.91","10.00","10.00","2023-04-27","134"
"OS1-18628","13583","1.00","14.25","16.00","16.00","2023-04-27","134"
"OS1-18490","2367","48.00","26.17","27.00","27.00","2023-04-26","134"
"OS1-18491","8819","2.00","60.00","149.00","74.50","2023-04-26","134"
"OS1-18492","13583","1.00","14.25","16.00","16.00","2023-04-26","134"
"OS1-18493","11244","1.00","382.50","490.00","450.00","2023-04-26","134"
"OS1-18494","6453","1.00","38.00","65.00","45.00","2023-04-26","134"
"OS1-18495","2900","2.00","87.75","125.00","98.00","2023-04-26","134"
"OS1-18496","7716","2.00","31.00","51.00","40.00","2023-04-26","134"
"OS1-18497","8819","1.00","60.00","149.00","74.50","2023-04-26","134"
"OS1-18498","13583","1.00","14.25","16.00","16.00","2023-04-26","134"
"OS1-18499","9484","1.00","30.09","54.00","34.00","2023-04-26","134"
"OS1-18500","921","1.00","43.00","50.00","48.00","2023-04-26","134"
"OS1-18501","2903","2.00","77.21","110.00","88.00","2023-04-26","134"
"OS1-18502","2901","2.00","80.73","115.00","91.00","2023-04-26","134"
"OS1-18503","2429","2.00","55.10","63.00","59.00","2023-04-26","134"
"OS1-18504","606","2.00","11.11","20.00","18.00","2023-04-26","134"
"OS1-18505","2901","1.00","80.73","115.00","91.00","2023-04-26","134"
"OS1-18506","11521","2.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18507","12732","1.00","126.00","180.00","150.00","2023-04-26","134"
"OS1-18508","2362","1.00","68.50","72.00","72.00","2023-04-26","134"
"OS1-18509","6429","1.00","9.70","25.00","18.00","2023-04-26","134"
"OS1-18510","3330","2.00","80.35","45.00","42.50","2023-04-26","134"
"OS1-18511","296","2.00","40.00","65.00","45.00","2023-04-26","131"
"OS1-18512","8824","2.00","65.00","159.00","79.50","2023-04-26","134"
"OS1-18513","2361","2.00","31.40","34.00","34.00","2023-04-26","134"
"OS1-18514","11136","1.00","25.40","30.00","27.60","2023-04-26","134"
"OS1-18515","2900","2.00","87.75","125.00","98.00","2023-04-26","134"
"OS1-18516","6590","20.00","7.53","30.00","23.00","2023-04-26","134"
"OS1-18517","12944","1.00","79.25","88.00","83.60","2023-04-26","134"
"OS1-18518","12698","2.00","44.29","49.00","45.00","2023-04-26","134"
"OS1-18519","296","1.00","40.00","65.00","45.00","2023-04-26","131"
"OS1-18520","2361","1.00","31.40","34.00","34.00","2023-04-26","134"
"OS1-18521","943","1.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18522","2216","2.00","8.60","10.00","9.50","2023-04-26","134"
"OS1-18523","12944","1.00","79.25","88.00","83.60","2023-04-26","134"
"OS1-18524","11521","1.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18525","2194","1.00","8.60","10.00","10.00","2023-04-26","134"
"OS1-18526","14112","1.00","97.30","139.00","118.15","2023-04-26","134"
"OS1-18527","3348","1.00","31.25","35.00","33.25","2023-04-26","134"
"OS1-18528","2194","2.00","8.60","10.00","10.00","2023-04-26","134"
"OS1-18529","943","1.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18530","7716","5.00","31.00","51.00","40.00","2023-04-26","131"
"OS1-18531","11136","1.00","25.40","30.00","27.60","2023-04-26","134"
"OS1-18532","943","3.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18533","6549","20.00","5.67","10.00","6.00","2023-04-26","134"
"OS1-18534","940","10.00","8.60","10.00","10.00","2023-04-26","134"
"OS1-18535","13170","1.00","50.00","75.00","60.00","2023-04-26","134"
"OS1-18536","14154","2.00","0.00","140.00","130.00","2023-04-26","134"
"OS1-18537","2201","2.00","34.40","40.00","38.00","2023-04-26","134"
"OS1-18538","2763","2.00","14.08","15.00","15.00","2023-04-26","134"
"OS1-18539","12698","2.00","44.29","49.00","45.00","2023-04-26","134"
"OS1-18540","13424","2.00","36.00","40.00","40.00","2023-04-26","134"
"OS1-18541","11521","2.00","17.20","20.00","19.00","2023-04-26","134"
"OS1-18542","2216","2.00","8.60","10.00","9.50","2023-04-26","134"
"OS1-18543","2216","5.00","8.60","10.00","9.50","2023-04-26","134"
"OS1-18544","9711","1.00","397.75","469.00","448.00","2023-04-26","134"
"OS1-18545","6081","2.00","29.00","75.00","45.00","2023-04-26","134"
"OS1-18546","1317","1.00","159.50","240.00","188.00","2023-04-26","204"
"OS1-18547","2903","1.00","77.21","110.00","88.00","2023-04-26","134"
"OS1-18548","6521","2.00","12.25","25.00","18.00","2023-04-26","134"
"OS1-18549","14268","1.00","0.00","140.00","0.00","2023-04-26","134"
"OS1-18550","1835","1.00","39.38","45.00","42.75","2023-04-26","134"
"OS1-18551","6052","2.00","52.00","85.00","58.00","2023-04-26","134"
"OS1-18552","6073","1.00","12.50","28.00","16.00","2023-04-26","134"
"OS1-18553","1803","2.00","8.83","10.00","10.00","2023-04-26","134"
"OS1-18554","9670","1.00","21.39","25.00","24.00","2023-04-26","133"
"OS1-18555","6052","1.00","52.00","85.00","58.00","2023-04-26","133"
"OS1-18556","11115","1.00","197.32","220.00","198.00","2023-04-26","131"
"OS1-18557","910","2.00","17.20","20.00","19.00","2023-04-26","131"
"OS1-18558","13170","2.00","50.00","75.00","60.00","2023-04-26","133"
"OS1-18400","5992","0.82","200.00","285.00","260.00","2023-04-25","134"
"OS1-18401","2367","10.00","26.17","27.00","27.00","2023-04-25","134"
"OS1-18402","911","5.00","34.40","40.00","36.00","2023-04-25","134"
"OS1-18403","2367","5.00","26.17","27.00","27.00","2023-04-25","134"
"OS1-18404","2367","1.00","26.17","27.00","27.00","2023-04-25","134"
"OS1-18405","560","1.00","157.66","197.00","185.00","2023-04-25","134"
"OS1-18406","2367","2.00","26.17","27.00","27.00","2023-04-25","134"
"OS1-18407","14255","1.00","0.00","35.00","34.00","2023-04-25","134"
"OS1-18408","2762","1.00","13.94","15.00","14.00","2023-04-25","134"
"OS1-18409","4142","1.00","90.00","150.00","98.00","2023-04-25","134"
"OS1-18410","2367","5.00","26.17","27.00","27.00","2023-04-25","134"
"OS1-18411","6315","2.00","107.50","240.00","125.00","2023-04-25","131"
"OS1-18412","6877","1.00","14.08","15.00","15.00","2023-04-25","134"
"OS1-18413","1949","1.00","168.00","230.00","175.00","2023-04-25","131"
"OS1-18414","11555","1.00","16.99","20.00","19.00","2023-04-25","134"
"OS1-18415","5992","0.61","200.00","285.00","260.00","2023-04-25","133"
"OS1-18416","1968","3.00","13.28","16.00","15.20","2023-04-25","134"
"OS1-18417","2361","1.00","31.40","34.00","34.00","2023-04-25","134"
"OS1-18418","6549","30.00","5.67","10.00","6.00","2023-04-25","133"
"OS1-18419","2361","1.00","31.40","34.00","34.00","2023-04-25","134"
"OS1-18420","4142","1.00","90.00","150.00","98.00","2023-04-25","134"
"OS1-18421","1379","1.00","68.18","75.00","71.00","2023-04-25","134"
"OS1-18422","6081","1.00","29.00","75.00","45.00","2023-04-25","134"
"OS1-18423","2850","1.00","34.28","40.00","38.00","2023-04-25","134"
"OS1-18424","12989","1.00","112.40","150.00","127.50","2023-04-25","134"
"OS1-18425","7716","1.00","31.00","51.00","40.00","2023-04-25","131"
"OS1-18426","5959","1.00","48.00","75.00","55.00","2023-04-25","131"
"OS1-18427","1831","1.00","33.03","40.00","38.00","2023-04-25","131"
"OS1-18428","8824","1.00","65.00","159.00","79.50","2023-04-25","133"
"OS1-18429","2361","1.00","31.40","34.00","34.00","2023-04-25","133"
"OS1-18430","14111","1.00","174.30","249.00","211.65","2023-04-25","134"
"OS1-18431","14255","3.00","0.00","35.00","34.00","2023-04-25","134"
"OS1-18432","1867","1.00","31.81","35.00","33.25","2023-04-25","134"
"OS1-18433","6521","1.00","12.25","25.00","18.00","2023-04-25","134"
"OS1-18434","6429","1.00","9.70","25.00","18.00","2023-04-25","134"
"OS1-18435","1860","1.00","40.90","45.00","38.50","2023-04-25","134"
"OS1-18436","5913","1.00","31.35","58.00","41.00","2023-04-25","133"
"OS1-18437","296","1.00","40.00","65.00","45.00","2023-04-25","133"
"OS1-18438","1872","1.00","54.54","60.00","76.00","2023-04-25","134"
"OS1-18439","940","2.00","8.60","10.00","10.00","2023-04-25","134"
"OS1-18440","9675","1.00","22.70","50.00","25.00","2023-04-25","134"
"OS1-18441","9675","1.00","22.70","50.00","25.00","2023-04-25","134"
"OS1-18442","4142","1.00","90.00","150.00","98.00","2023-04-25","134"
"OS1-18443","6141","50.00","60.35","75.00","68.00","2023-04-25","131"
"OS1-18444","5913","10.00","31.35","58.00","41.00","2023-04-25","131"
"OS1-18445","6571","1.00","47.00","85.00","58.00","2023-04-25","131"
"OS1-18446","296","4.00","40.00","65.00","45.00","2023-04-25","131"
"OS1-18447","1973","1.00","177.67","207.00","185.00","2023-04-25","134"
"OS1-18448","1570","1.00","135.28","162.00","145.00","2023-04-25","134"
"OS1-18449","1835","1.00","39.38","45.00","42.75","2023-04-25","134"
"OS1-18450","2763","1.00","14.08","15.00","15.00","2023-04-25","133"
"OS1-18451","1423","1.00","109.08","130.00","123.50","2023-04-25","133"
"OS1-18452","296","1.00","40.00","65.00","45.00","2023-04-25","134"
"OS1-18453","2523","1.00","180.94","215.00","204.25","2023-04-25","134"
"OS1-18454","8658","1.00","92.11","120.00","118.75","2023-04-25","133"
"OS1-18455","4141","1.00","185.00","245.00","195.00","2023-04-25","134"
"OS1-18456","12077","2.00","8.88","10.00","10.00","2023-04-25","133"
"OS1-18457","13876","2.00","74.25","125.00","89.00","2023-04-25","133"
"OS1-18458","940","2.00","8.60","10.00","10.00","2023-04-25","133"
"OS1-18459","916","1.00","17.20","20.00","19.00","2023-04-25","133"
"OS1-18460","1570","1.00","135.28","162.00","145.00","2023-04-25","133"
"OS1-18461","12732","1.00","126.00","180.00","150.00","2023-04-25","133"
"OS1-18462","5992","1000.00","200.00","285.00","260.00","2023-04-25","133"
"OS1-18463","2900","1.00","87.75","125.00","98.00","2023-04-25","133"
"OS1-18464","13576","1.00","26.24","35.00","30.00","2023-04-25","133"
"OS1-18465","2361","1.00","31.40","34.00","34.00","2023-04-25","133"
"OS1-18466","2361","1.00","31.40","34.00","34.00","2023-04-25","133"
"OS1-18467","2362","2.00","68.50","72.00","72.00","2023-04-25","133"
"OS1-18468","6521","2.00","12.25","25.00","18.00","2023-04-25","133"
"OS1-18469","5114","1.00","71.20","89.00","75.65","2023-04-25","133"
"OS1-18470","2900","1.00","87.75","125.00","98.00","2023-04-25","131"
"OS1-18471","6521","1.00","12.25","25.00","18.00","2023-04-25","133"
"OS1-18472","2361","1.00","31.40","34.00","34.00","2023-04-25","133"
"OS1-18473","2361","1.00","31.40","34.00","34.00","2023-04-25","133"
"OS1-18474","4142","1.00","90.00","150.00","98.00","2023-04-25","133"
"OS1-18475","2216","2.00","8.60","10.00","9.50","2023-04-25","133"
"OS1-18476","4141","1.00","185.00","245.00","195.00","2023-04-25","133"
"OS1-18477","1835","4.00","39.38","45.00","42.75","2023-04-25","131"
"OS1-18478","2194","1.00","8.60","10.00","10.00","2023-04-25","133"
"OS1-18479","2194","1.00","8.60","10.00","10.00","2023-04-25","133"
"OS1-18480","6549","10.00","5.67","10.00","6.00","2023-04-25","133"
"OS1-18481","2429","1.00","55.10","63.00","59.00","2023-04-25","133"
"OS1-18482","2362","2.00","68.50","72.00","72.00","2023-04-25","131"
"OS1-18483","2362","2.00","68.50","72.00","72.00","2023-04-25","131"
"OS1-18484","2362","2.00","68.50","72.00","72.00","2023-04-25","131"
"OS1-18485","2901","2.00","80.73","115.00","91.00","2023-04-25","133"
"OS1-18486","14049","1.00","0.00","30.00","28.00","2023-04-25","133"
"OS1-18487","2900","1.00","87.75","125.00","98.00","2023-04-25","133"
"OS1-18488","2194","1.00","8.60","10.00","10.00","2023-04-25","133"
"OS1-18489","2900","1.00","87.75","125.00","98.00","2023-04-25","133"
"OS1-18304","6043","1.00","30.00","38.00","36.00","2023-04-24","134"
"OS1-18305","6142","1.00","120.70","145.00","130.00","2023-04-24","134"
"OS1-18306","2367","2.00","26.17","27.00","27.00","2023-04-24","134"
